,id,ost,branche,filter,gruend,zusamm,zusamm10,geschl,geschl10,absatz,um,ex,exno,bges,pd,pz,pa,pn,pdentw,umneu,umunw,mneu,mneup,pzentw,rek,rekp,iafetz,iafue,iavfetz,iavfue,iamstz,iams,iaewtz,iaew,iawstz,iamatz,iapgtz,iasotz,iaso,iages,iainv,iagese,iagesep,fue,fuekon,fuebab,fuebso,inaus1,inaus2,inaus3,inaus4,inaus5,inaus6,inaus7,inaus8,inaus9,oeff,foeinf1,foeinf2,foeinf3,foeinf4,foeinf5,foeinf6,foeinf7,foeinf8,foeinf9,foeinf10,foeinf11,foeprtz1,foeprtz2,foeprtz3,foeprtz4,foeprtz5,foepr1,foepr2,foepr3,foepr4,foepr5,foezw1,foezw2,foezw3,foezw4,foezw5,foeaus1,foeaus2,foeaus3,foeaus4,foeaus5,foeaus6,koop,kod1,kod2,kod3,kod4,kod5,kod6,kod7,kod8,koa1,koa2,koa3,koa4,koa5,koa6,koa7,koa8,info1,info2,info3,info4,info5,info6,info7,info8,info9,info10,info11,info12,hema,hemb,hemc,hemd,noin1,noin2,noin3,hemm1,hemm2,hemm3,hemm4,hemm5,hemm6,hemm7,hemm8,hemm9,patent,patok,schutz1,schutz2,schutz3,schutz4,schutz5,schutz6,schutz7,schu1,schu2,schu3,schu4,schu5,schu6,schu7,aktiv1,aktiv2,aktiv3,aktiv4,aktiv5,bhsp,bfsp,bapp,bsop,frauen,senior,bgese,bhse,bgesep,bhsep,bkost,wb,wbno,inv,invno,invi,invino,mkost
0,1.0,ABL,Kunststoff,nein,nein,nein,,nein,,ueberregional,410.08398,40.340275,nein,1664.0662,ja,ja,nein,ja,selbst,,,nein,x=0,1.0,nein,x=0,ja,,ja,,ja,12.774966,ja,,ja,,,1.0,,12.705009,0.0,steigen,10.0,,nie,,,niedrig,niedrig,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,,,,,,mittel,niedrig,niedrig,niedrig,niedrig,niedrig,niedrig,niedrig,niedrig,niedrig,,nein,nein,nein,nein,nein,nein,nein,nein,nein,niedrig,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,ja,,,,,,,,ja,nein,nein,ja,ja,5<=x<10,50<=x<75,0<x<5,15<=x<20,3.0,20.0,2.0,2.0,0.0,0.0,78.2935,0.35431057,nein,16.972841,nein,0.0,ja,106.58156
1,2.0,NBL,Sonst.DL,nein,nein,nein,,nein,,ueberregional,41.936646,,,291.87393,nein,nein,ja,nein,,,,nein,x=0,,,,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,0.0,0.0,0.0,,,,0.0,nie,,,nein,nein,nein,,,,,nein,nein,nein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,,,,,nein,nein,nein,hoch,nein,nein,nein,nein,nein,nein,nein,hoch,nein,nein,nein,nein,ja,ja,ja,,,,,,,,,nein,nein,nein,,,,,,,,,,,,,,,ja,nein,ja,nein,ja,0<x<5,50<=x<75,5<=x<10,20<=x<30,89.0,10.0,1.0,2.0,15.0,0.0,,1.5257252,nein,33.270573,nein,21.965809,nein,
2,3.0,ABL,HolzPapier,ja,nein,nein,,nein,,national-lokal,1.8299956,0.0,ja,16.792969,nein,nein,nein,nein,,x=0,75<=x<=100,nein,x=0,,nein,x=0,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,,0.0,0.0,0.0,,0.0,,nie,0.0,0.0,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,nein,nein,ja,nein,nein,nein,nein,niedrig,hoch,niedrig,niedrig,nein,niedrig,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,nein,nein,nein,nein,nein,x=0,15<=x<20,x=0,75<=x<=100,50.0,10.0,2.0,2.0,0.0,0.0,0.5550268,0.0,ja,0.017126912,nein,0.0044352575,nein,0.4061228
3,4.0,ABL,Metall,nein,nein,nein,,nein,,ueberregional,3.0712812,0.0,ja,45.44569,ja,nein,nein,nein,zusammen,75<=x<=100,20<=x<30,ja,75<=x<=100,,,,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,0.0,0.0,0.0,,unbekannt,,0.0,abundzu,1.1398742,1.9187093,mittel,hoch,hoch,hoch,mittel,mittel,niedrig,hoch,hoch,ja,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,nein,nein,ja,,nein,nein,nein,ja,ja,nein,nein,,,,,,,,,,,,,,,,,nein,nein,nein,niedrig,nein,niedrig,mittel,mittel,mittel,mittel,nein,,nein,nein,nein,nein,,,,mittel,mittel,hoch,niedrig,niedrig,mittel,nein,mittel,mittel,nein,nein,nein,nein,nein,nein,nein,ja,ja,,,,,,,,ja,nein,ja,ja,ja,0<x<5,75<=x<=100,x=0,15<=x<20,10.0,10.0,2.0,2.0,0.0,0.0,1.7622688,0.024825796,nein,0.10249321,nein,0.005050427,nein,
4,5.0,NBL,EDV/Telek,nein,nein,nein,,nein,,ueberregional,1.9012609,0.007331606,nein,22.734161,ja,ja,nein,ja,selbst,75<=x<=100,20<=x<30,ja,5<=x<10,1.0,ja,30<=x<50,ja,0.068998545,nein,0.0,ja,0.0015965874,ja,0.005020711,ja,ja,ja,1.0,0.0114822695,0.09439002,0.084568344,steigen,20.0,0.07597818,staendig,18.106195,4.588386,hoch,mittel,hoch,mittel,mittel,nein,nein,nein,hoch,ja,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,nein,nein,ja,ja,ja,,,mittel,mittel,mittel,nein,nein,ja,nein,,nein,nein,ja,ja,ja,nein,ja,ja,ja,ja,ja,ja,ja,ja,ja,,ja,,ja,,,,,hoch,,mittel,hoch,niedrig,nein,hoch,hoch,hoch,hoch,mittel,hoch,ja,nein,nein,ja,,,,hoch,hoch,hoch,niedrig,nein,nein,nein,mittel,niedrig,nein,nein,nein,nein,nein,ja,ja,ja,ja,,,,hoch,hoch,hoch,hoch,nein,ja,nein,ja,ja,75<=x<=100,5<=x<10,5<=x<10,x=0,40.0,10.0,1.0,1.0,10.0,10.0,0.60137326,0.0012709127,nein,0.002815465,nein,0.0013680225,nein,
5,6.0,ABL,Fahrzeugbau,ja,nein,nein,,nein,,national-lokal,4.129015,,,52.995995,nein,nein,nein,nein,,x=0,75<=x<=100,nein,x=0,,nein,x=0,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,,0.0,0.0,0.0,,0.0,,nie,0.0,0.0,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,nein,nein,ja,nein,mittel,hoch,hoch,niedrig,niedrig,mittel,niedrig,,mittel,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,nein,nein,nein,ja,nein,0<x<5,75<=x<=100,15<=x<20,x=0,10.0,8.0,3.0,2.0,-30.0,0.0,1.8315127,0.0004895781,nein,0.002340032,nein,0.0030742714,nein,1.7518483
6,7.0,ABL,Metall,ja,nein,nein,,nein,,national-lokal,2.3820815,0.0,ja,21.592468,nein,nein,nein,nein,,x=0,75<=x<=100,nein,x=0,,nein,x=0,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,0.0,0.0,0.0,0.0,,0.0,0.0,nie,0.0,0.0,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,nein,nein,ja,ja,nein,,,,,,,,,,,1.1073893,0.012124836,nein,0.23868015,nein,0.08400164,nein,0.014394665
7,8.0,NBL,EHandKfz,ja,nein,nein,,nein,,national-lokal,1.8529625,0.0,ja,30.471039,nein,nein,nein,nein,,x=0,75<=x<=100,nein,x=0,,nein,x=0,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,,0.0,0.0,0.0,,0.0,,nie,0.0,0.0,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,nein,ja,ja,ja,mittel,niedrig,nein,niedrig,niedrig,mittel,mittel,hoch,mittel,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,nein,nein,nein,nein,nein,x=0,75<=x<=100,5<=x<10,x=0,83.0,10.0,2.0,2.0,0.0,0.0,0.87591916,0.0034612597,nein,0.09361821,nein,0.0,ja,
8,9.0,ABL,UDL,ja,nein,nein,,nein,,,0.6377585,0.0,ja,7.094128,nein,nein,nein,nein,,x=0,75<=x<=100,nein,x=0,,nein,x=0,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,,0.0,0.0,0.0,,0.0,,nie,0.0,0.0,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,nein,ja,ja,nein,hoch,hoch,hoch,niedrig,hoch,niedrig,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,ja,ja,ja,ja,ja,20<=x<30,50<=x<75,10<=x<15,x=0,40.0,10.0,1.0,2.0,20.0,0.0,0.27515632,0.005011013,nein,0.0078100436,nein,0.005439184,nein,
9,10.0,ABL,Maschinenbau,nein,nein,nein,,nein,,,2.0690837,0.51041883,nein,16.195797,ja,nein,nein,ja,,,,,,,,,ja,0.025947707,nein,0.0,ja,0.020986594,nein,0.0,nein,nein,nein,0.0,0.0,0.052640002,0.049309645,steigen,100.0,0.024598746,staendig,0.78123146,0.0,mittel,mittel,hoch,niedrig,niedrig,niedrig,nein,mittel,mittel,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,,,,,hoch,,niedrig,mittel,mittel,nein,nein,nein,nein,nein,hoch,,nein,nein,nein,nein,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,nein,nein,,,mittel,,,,,nein,nein,nein,ja,ja,15<=x<20,50<=x<75,x=0,20<=x<30,2.0,2.0,1.0,2.0,10.0,0.0,0.6991241,0.0024552508,nein,0.05363732,nein,0.02515926,nein,0.9523262
10,11.0,NBL,Sonst.DL,ja,nein,nein,,nein,,national-lokal,2.14223,0.0,ja,131.90616,nein,nein,nein,nein,,x=0,75<=x<=100,nein,x=0,,nein,x=0,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,,0.0,0.0,0.0,,0.0,,nie,0.0,0.0,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,nein,,ja,,,,,,,,,,hoch,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,nein,ja,ja,nein,nein,5<=x<10,50<=x<75,5<=x<10,20<=x<30,85.0,12.0,2.0,2.0,0.0,0.0,0.16490929,0.007481998,nein,0.03705194,nein,0.007147032,nein,
11,12.0,NBL,Verkehr/Post,nein,nein,nein,,nein,,national-lokal,1.8855131,,,4.814317,ja,ja,nein,nein,zusammen,,,nein,x=0,,,,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,0.0,0.0,0.0,,steigen,1.0,0.0,nie,,,niedrig,niedrig,nein,,,,,,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,0.0,0.16418184,0.0,ja,9.826497,nein,10.18108,nein,
12,13.0,ABL,UDL,ja,nein,nein,,nein,,national-lokal,0.6382403,0.0,ja,4.8830805,nein,nein,nein,nein,,x=0,75<=x<=100,nein,x=0,,nein,x=0,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,,0.0,0.0,0.0,,0.0,,nie,0.0,0.0,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,nein,,ja,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,nein,nein,nein,nein,nein,,,,,,,1.0,,10.0,,0.3312279,0.005253667,nein,0.006948019,nein,0.005844922,nein,
13,14.0,ABL,HolzPapier,ja,nein,nein,,nein,,,3.5985613,0.10395763,nein,17.90515,nein,nein,nein,nein,,x=0,75<=x<=100,nein,x=0,,nein,x=0,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,,0.0,0.0,0.0,,5.0,,nie,0.0,0.0,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,niedrig,nein,,nein,nein,nein,nein,ja,ja,nein,nein,nein,nein,nein,nein,nein,nein,hoch,nein,nein,nein,,,,,,,,,,,,,,,nein,nein,nein,nein,ja,10<=x<15,20<=x<30,10<=x<15,50<=x<75,28.0,13.0,1.0,2.0,2.0,1.0,0.6572883,0.0027717347,nein,0.077607594,nein,0.0001449717,nein,2.4375508
14,15.0,NBL,Metall,nein,ja,,,,,ueberregional,3.147331,0.0,ja,52.99205,ja,ja,ja,nein,selbst,30<=x<50,50<=x<75,nein,x=0,1.0,ja,10<=x<15,nein,0.0,nein,0.0,nein,0.0,nein,0.0,ja,nein,nein,1.0,0.005462311,0.01018624,,unbekannt,,0.0,nie,,,hoch,hoch,hoch,mittel,,mittel,mittel,hoch,hoch,ja,1.0,,1.0,,,,,,,,,nein,nein,nein,nein,nein,,,,,,nein,ja,ja,nein,,nein,nein,nein,nein,nein,nein,ja,nein,nein,nein,nein,ja,nein,nein,nein,,,,,,,,,niedrig,niedrig,hoch,hoch,hoch,niedrig,niedrig,nein,nein,mittel,mittel,,nein,nein,ja,nein,nein,nein,nein,mittel,hoch,hoch,mittel,mittel,mittel,mittel,niedrig,niedrig,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,ja,ja,ja,ja,ja,,,,,4.0,30.0,2.0,2.0,0.0,0.0,0.9879394,,,0.026471628,nein,,,0.686861
15,16.0,ABL,Fahrzeugbau,ja,nein,nein,,nein,,international,50.942936,12.865366,nein,184.86584,nein,nein,nein,ja,,,,,,,,,ja,0.110394835,nein,0.0,nein,0.0,nein,0.0,ja,nein,nein,1.0,0.052941583,0.21873763,,steigen,100.0,0.14878628,staendig,1.2414677,1.3049831,mittel,mittel,mittel,nein,nein,nein,nein,nein,mittel,ja,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,ja,ja,ja,,ja,nein,nein,nein,nein,nein,ja,nein,nein,ja,ja,nein,nein,ja,ja,,,,,,,,,hoch,nein,nein,hoch,hoch,nein,nein,hoch,hoch,mittel,mittel,,ja,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,niedrig,niedrig,niedrig,nein,nein,ja,ja,ja,ja,ja,ja,ja,ja,ja,hoch,hoch,hoch,hoch,hoch,hoch,hoch,nein,nein,ja,nein,nein,15<=x<20,75<=x<=100,0<x<5,5<=x<10,10.0,10.0,1.0,2.0,5.0,0.0,11.482559,0.057941083,nein,3.2528424,nein,0.08265168,nein,26.866165
16,17.0,NBL,EDV/Telek,nein,nein,nein,,nein,,,6.91217,1.8055267,nein,38.73961,ja,ja,nein,ja,,50<=x<75,50<=x<75,ja,10<=x<15,,ja,0<x<5,ja,0.41251153,ja,0.033349957,ja,0.10150523,ja,0.049362715,ja,nein,ja,1.0,0.060259793,0.76312876,,gleich,0.0,0.5048341,staendig,,4.549357,mittel,niedrig,mittel,niedrig,mittel,niedrig,niedrig,nein,niedrig,ja,1.0,,,,,,,,,1.0,,,,,ja,,,,,mittel,,nein,nein,ja,ja,,ja,,,,,,ja,ja,ja,nein,nein,nein,nein,nein,nein,,,,,,,,,mittel,niedrig,mittel,nein,nein,niedrig,mittel,mittel,nein,hoch,mittel,,ja,nein,ja,ja,nein,nein,nein,hoch,hoch,hoch,mittel,hoch,nein,nein,mittel,nein,nein,nein,nein,nein,nein,nein,ja,ja,ja,,,,,mittel,hoch,hoch,ja,ja,ja,ja,nein,50<=x<75,20<=x<30,5<=x<10,5<=x<10,21.0,8.0,1.0,1.0,5.0,8.0,1.3247149,0.10921742,nein,0.06713002,nein,0.040348772,nein,
17,18.0,ABL,EDV/Telek,nein,nein,ja,ja,nein,,international,11.699767,4.72775,nein,134.39233,nein,ja,nein,ja,,,,,,1.0,nein,x=0,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,0.0,0.0,0.0,,fallen,-10.0,0.0,nie,,,nein,nein,nein,mittel,niedrig,niedrig,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,,,,,nein,nein,mittel,hoch,mittel,niedrig,niedrig,mittel,mittel,hoch,hoch,,ja,ja,ja,nein,nein,nein,ja,hoch,mittel,niedrig,hoch,hoch,hoch,hoch,niedrig,niedrig,nein,nein,nein,nein,ja,nein,ja,nein,ja,,,niedrig,,hoch,,hoch,ja,ja,ja,ja,ja,50<=x<75,20<=x<30,0<x<5,15<=x<20,55.0,3.0,3.0,1.0,-10.0,5.0,4.75812,0.15685451,nein,0.41991085,nein,0.21890743,nein,
18,19.0,NBL,ErnaehrTabak,nein,nein,nein,,nein,,ueberregional,12.679031,0.00967147,nein,107.97888,ja,nein,nein,nein,selbst,5<=x<10,75<=x<=100,nein,x=0,,nein,x=0,,,,,,,,,,ja,ja,1.0,0.049985003,,,gleich,0.0,,nie,,,mittel,mittel,mittel,,,,,,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,,,,,hoch,,mittel,mittel,mittel,mittel,nein,niedrig,niedrig,niedrig,niedrig,,nein,nein,nein,nein,nein,nein,nein,mittel,mittel,mittel,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,20<=x<30,50<=x<75,5<=x<10,0<x<5,34.0,12.0,3.0,2.0,-1.0,0.0,,,,,,,,
19,20.0,ABL,GHandel,nein,nein,nein,,ja,nein,ueberregional,45.349953,2.4997153,nein,184.15448,ja,ja,nein,ja,zusammen,10<=x<15,75<=x<=100,ja,5<=x<10,2.0,ja,0<x<5,nein,0.0,nein,0.0,ja,0.037606854,ja,0.020192122,ja,ja,ja,1.0,0.08088673,0.09869468,,fallen,-50.0,0.0,nie,,,mittel,mittel,mittel,nein,nein,niedrig,nein,nein,niedrig,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,,,,,hoch,mittel,mittel,hoch,hoch,mittel,mittel,mittel,niedrig,mittel,mittel,,ja,nein,nein,nein,,,,mittel,mittel,niedrig,hoch,mittel,niedrig,niedrig,mittel,niedrig,nein,nein,nein,nein,ja,nein,nein,nein,ja,,,mittel,,,,niedrig,nein,nein,ja,nein,nein,5<=x<10,75<=x<=100,10<=x<15,5<=x<10,15.0,10.0,1.0,2.0,3.0,0.0,7.5948334,0.036133025,nein,1.0023035,nein,0.13120866,nein,
20,21.0,ABL,Sonst.DL,nein,ja,ja,ja,ja,nein,ueberregional,621.85,,,21977.947,ja,ja,nein,ja,selbst,5<=x<10,75<=x<=100,ja,0<x<5,1.0,nein,x=0,ja,1.5317212,ja,0.75728196,ja,0.2582428,ja,0.066475086,ja,ja,ja,1.0,1.5450547,4.1343274,,gleich,0.0,2.281681,staendig,3.5754035,9.615682,niedrig,mittel,niedrig,niedrig,niedrig,nein,nein,nein,niedrig,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,mittel,mittel,mittel,mittel,mittel,hoch,mittel,niedrig,niedrig,mittel,mittel,,ja,nein,nein,nein,nein,nein,nein,niedrig,hoch,hoch,mittel,hoch,mittel,mittel,niedrig,mittel,nein,nein,,,ja,ja,ja,ja,ja,,,mittel,mittel,mittel,mittel,mittel,ja,ja,ja,ja,nein,5<=x<10,30<=x<50,0<x<5,50<=x<75,40.0,2.0,1.0,1.0,15.0,3.0,495.8283,1.5161365,nein,13.975417,nein,4.4647627,nein,
21,22.0,ABL,Metall,ja,nein,nein,,nein,,international,9.136994,4.154968,nein,114.53982,nein,nein,nein,nein,,x=0,75<=x<=100,nein,x=0,,nein,x=0,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,,0.0,0.0,0.0,,0.0,,nie,0.0,0.0,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,nein,,ja,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,nein,nein,,nein,nein,0<x<5,75<=x<=100,10<=x<15,0<x<5,20.0,20.0,2.0,1.0,0.0,2.0,3.7917747,0.03193099,nein,0.63471043,nein,0.024869394,nein,2.4557524
22,23.0,ABL,HolzPapier,nein,nein,nein,,nein,,national-lokal,2.4395144,,,20.164078,ja,ja,nein,nein,andere,,,ja,30<=x<50,3.0,ja,5<=x<10,nein,0.0,nein,0.0,ja,1.2761014,nein,0.0,ja,ja,ja,1.0,0.12572032,1.487714,,unbekannt,,0.0,nie,,,mittel,mittel,hoch,hoch,hoch,nein,nein,hoch,mittel,ja,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ja,ja,ja,ja,ja,hoch,hoch,hoch,hoch,hoch,ja,ja,nein,nein,,nein,ja,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,mittel,nein,hoch,niedrig,mittel,nein,nein,nein,nein,hoch,hoch,,nein,nein,nein,nein,,,,niedrig,nein,mittel,nein,hoch,niedrig,niedrig,mittel,mittel,nein,nein,nein,nein,nein,nein,ja,nein,ja,,,,,hoch,,hoch,ja,ja,ja,ja,ja,20<=x<30,75<=x<=100,x=0,x=0,31.0,7.0,1.0,1.0,9.0,1.0,,,,,,0.1363247,nein,
23,24.0,ABL,Kunststoff,ja,nein,nein,,nein,,international,0.7248605,2.2833228,nein,2.5523472,nein,nein,nein,nein,,x=0,75<=x<=100,nein,x=0,,nein,x=0,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,,0.0,0.0,0.0,,0.0,,nie,0.0,0.0,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,nein,ja,ja,nein,niedrig,niedrig,niedrig,nein,nein,nein,nein,niedrig,hoch,nein,ja,nein,nein,nein,nein,nein,nein,nein,,,,,,,,ja,nein,nein,ja,nein,,,,,,ja,2.0,2.0,0.0,0.0,,0.0,ja,0.0,ja,0.0,ja,1.6431768
24,25.0,ABL,Maschinenbau,ja,nein,nein,,nein,,international,1.9340627,0.053048614,nein,11.849879,nein,nein,nein,nein,,x=0,75<=x<=100,nein,x=0,,nein,x=0,nein,0.0,nein,0.0,nein,0.0,nein,0.0,nein,nein,nein,,0.0,0.0,0.0,,10.0,,nie,0.0,0.0,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nein,nein,nein,nein,nein,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,nein,ja,nein,nein,nein,nein,niedrig,niedrig,hoch,niedrig,niedrig,hoch,niedrig,nein,nein,nein,nein,nein,nein,nein,nein,ja,,,,,,,hoch,ja,ja,ja,ja,nein,15<=x<20,50<=x<75,5<=x<10,20<=x<30,9.0,9.0,1.0,1.0,6.0,0.0,0.4914725,0.0042790845,nein,0.40879282,nein,0.014958791,nein,0.65747976
25,26.0,NBL,Metall,nein,nein,nein,,nein,,ueberregional,3.3306994,0.0,ja,51.303955,ja,nein,nein,ja,zusammen,x=0,75<=x<=100,nein,x=0,,,,ja,0.09306681,ja,0.025975013,ja,0.17165717,nein,0.0,ja,nein,nein,1.0,0.009326056,0.3681577,0.18862888,unbekannt,,0.17285311,staendig,2.6409216,,mittel,mittel,niedrig,mittel,mittel,mittel,hoch,nein,mittel,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,,,,,hoch,nein,nein,niedrig,niedrig,mittel,nein,nein,nein,nein,mittel,,nein,nein,ja,nein,,,,niedrig,hoch,hoch,nein,nein,nein,nein,hoch,hoch,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,ja,nein,ja,nein,ja,15<=x<20,75<=x<=100,0<x<5,x=0,13.0,19.0,2.0,2.0,0.0,0.0,1.062207,0.008690453,nein,0.05376109,nein,0.0,ja,
